date,rate
2019/3/18,2.426
2019/3/15,2.427
2019/3/14,2.4272
2019/3/13,2.4123
2019/3/12,2.4106
2019/3/11,2.4129
2019/3/8,2.4104
2019/3/7,2.4109
2019/3/6,2.4095
2019/3/5,2.4093
2019/3/4,2.4104
2019/3/1,2.3997
2019/2/28,2.4016
2019/2/27,2.4066
2019/2/26,2.4077
2019/2/25,2.4144
2019/2/22,2.4012
2019/2/21,2.3909
2019/2/20,2.3927
2019/2/19,2.3949
2019/2/15,2.3949
2019/2/14,2.4011
2019/2/13,2.3999
2019/2/12,2.404
2019/2/11,2.4135
2019/2/8,2.3931
2019/2/7,2.37
2019/2/6,2.3828
2019/2/5,2.3754
2019/2/4,2.3817
2019/2/1,2.3738
2019/1/31,2.3773
2019/1/30,2.3824
2019/1/29,2.3726
2019/1/28,2.3655
2019/1/25,2.3504
2019/1/24,2.3301
2019/1/23,2.4264
2019/1/22,2.4289
2019/1/18,2.4271
2019/1/17,2.4209
2019/1/16,2.4165
2019/1/15,2.4248
2019/1/14,2.4299
2019/1/11,2.4301
2019/1/10,2.433
2019/1/9,2.4345
2019/1/8,2.4393
2019/1/7,2.4304
2019/1/4,2.4196
2019/1/3,2.3966
2019/1/2,2.415
2018/12/31,2.4195
2018/12/28,2.4068
2018/12/27,2.4136
2018/12/26,2.4302
2018/12/24,2.4324
2018/12/21,2.4418
2018/12/20,2.4503
2018/12/19,2.4455
2018/12/18,2.441
2018/12/17,2.4526
2018/12/14,2.4587
2018/12/13,2.4543
2018/12/12,2.4506
2018/12/11,2.4478
2018/12/10,2.4403
2018/12/7,2.4368
2018/12/6,2.4456
